RollNumber,DOB - Year (group),EntryGrade (group),Major (group),DistanceToHanoi,EnglishAverageGrade
01385,1990.0,64.0,1.0,89.0,5.233333333
01386,1990.0,70.0,1.0,316.0,5.671111111
01388,1990.0,64.0,1.0,198.0,5.688372093
01389,1990.0,69.0,1.0,117.0,6.057777778
01390,1990.0,75.0,1.0,666.0,5.2
01392,1990.0,66.0,1.0,0.0,3.299009901
01393,1990.0,65.0,1.0,52.0,0.6
01396,1990.0,67.0,1.0,602.0,5.597777778
01397,1991.0,67.0,1.0,0.0,3.130434783
01399,1989.0,76.0,1.0,125.0,5.142253521
01400,1990.0,72.0,1.0,0.0,1.754545455
01401,1990.0,63.0,1.0,228.0,3.418103448
01402,1989.0,63.0,1.0,65.0,5.671111111
01403,1990.0,69.0,1.0,90.0,5.4
01404,1990.0,83.0,1.0,65.0,4.424324324
01405,1990.0,60.0,1.0,90.0,5.935555556
01406,1989.0,64.0,1.0,33.0,5.237254902
01407,1990.0,61.0,1.0,0.0,4.212941176
01408,1990.0,60.0,1.0,0.0,5.322222222
01409,1990.0,61.0,1.0,198.0,4.411494253
01410,1990.0,62.0,1.0,49.0,5.951111111
01411,1990.0,64.0,1.0,145.0,6.12
01412,1989.0,70.0,1.0,65.0,3.956565657
01413,1990.0,73.0,1.0,288.0,4.005479452
01414,1990.0,61.0,1.0,0.0,3.638823529
01415,1990.0,80.0,1.0,87.0,6.064444444
01416,1990.0,64.0,1.0,217.0,5.372093023
01417,1987.0,63.0,1.0,90.0,5.013333333
01418,1990.0,61.0,1.0,0.0,5.28627451
01419,1987.0,64.0,1.0,79.0,5.875555556
01420,1989.0,62.0,1.0,125.0,5.55
01421,1989.0,72.0,1.0,82.0,7.177777778
01422,1990.0,68.0,1.0,90.0,6.2
01424,1991.0,65.0,1.0,218.0,5.933333333
01425,1989.0,60.0,1.0,145.0,3.944554455
01428,1988.0,79.0,1.0,125.0,7.071111111
01430,1990.0,75.0,1.0,217.0,4.968493151
01431,1990.0,75.0,1.0,0.0,6.186666667
01432,1990.0,65.0,1.0,0.0,6.3
01433,1990.0,73.0,1.0,0.0,6.45
01434,1990.0,61.0,1.0,0.0,5.5
01435,1990.0,82.0,1.0,0.0,7.0
01436,1990.0,66.0,1.0,0.0,5.25
01438,1990.0,61.0,1.0,80.0,5.933333333
01439,1990.0,64.0,1.0,111.0,3.215294118
01441,1990.0,73.0,1.0,0.0,6.15
01442,1990.0,,1.0,0.0,5.393333333
01444,1990.0,75.0,1.0,111.0,3.581081081
01445,1990.0,71.0,1.0,288.0,4.450877193
01446,1990.0,66.0,1.0,0.0,3.374418605
01447,1990.0,70.0,1.0,0.0,5.064788732
01449,1990.0,75.0,1.0,218.0,5.384745763
01450,1990.0,74.0,1.0,82.0,5.85
01452,1990.0,61.0,1.0,0.0,3.2
01453,1990.0,65.0,1.0,0.0,5.939534884
01454,1990.0,63.0,1.0,0.0,5.087356322
01455,1989.0,71.0,1.0,0.0,3.322881356
01457,1990.0,88.0,1.0,198.0,6.1
01458,1990.0,65.0,1.0,0.0,5.4
01459,1990.0,71.0,1.0,0.0,7.091111111
01461,1990.0,63.0,1.0,360.0,5.54
01462,1989.0,68.0,1.0,0.0,2.4
01465,1990.0,61.0,1.0,79.0,6.055555556
01466,1990.0,64.0,1.0,109.0,4.854237288
01467,1990.0,60.0,1.0,0.0,2.2
01468,1990.0,72.0,1.0,0.0,6.5
01469,1988.0,71.0,1.0,49.0,5.122222222
01470,1990.0,75.0,1.0,87.0,6.1
01473,1990.0,80.0,1.0,0.0,6.1
01474,1990.0,74.0,1.0,0.0,6.55
01475,1990.0,60.0,1.0,360.0,5.381395349
01476,1990.0,62.0,1.0,90.0,0.0
01477,1989.0,66.0,1.0,0.0,5.765517241
01478,1990.0,69.0,1.0,198.0,5.704444444
01479,1990.0,63.0,1.0,109.0,5.3
01480,1991.0,67.0,1.0,49.0,5.835353535
01481,1991.0,94.0,1.0,0.0,7.665656566
01482,1991.0,59.0,1.0,0.0,5.609090909
01483,1991.0,64.0,1.0,0.0,5.653448276
01485,1991.0,75.0,1.0,125.0,5.072282609
01486,1991.0,64.0,1.0,0.0,6.335897436
01487,1990.0,83.0,1.0,0.0,6.301282051
01488,1990.0,58.0,1.0,80.0,5.391338583
01489,1991.0,75.0,1.0,92.0,4.52625
01490,1991.0,94.0,1.0,65.0,6.944915254
01491,1991.0,,1.0,48.0,2.706382979
01492,1991.0,65.0,1.0,0.0,6.742372881
01493,1991.0,88.0,1.0,125.0,7.793220339
01494,1987.0,62.0,1.0,0.0,3.375
01495,1991.0,60.0,1.0,49.0,5.577876106
01496,1991.0,69.0,1.0,767.0,5.843589744
01497,1991.0,58.0,1.0,0.0,3.83375
01498,1991.0,60.0,1.0,55.0,5.324409449
01499,1991.0,65.0,1.0,0.0,6.056565657
01500,1991.0,60.0,1.0,92.0,5.9
01501,1991.0,59.0,1.0,125.0,7.086440678
01502,1991.0,61.0,1.0,0.0,4.468181818
01504,1991.0,58.0,1.0,93.0,6.239393939
01505,1990.0,66.0,1.0,0.0,6.318644068
01506,1991.0,59.0,1.0,109.0,5.391780822
01507,1991.0,60.0,1.0,80.0,6.060130719
01508,1991.0,61.0,1.0,198.0,5.294067797
01509,1991.0,68.0,1.0,0.0,4.933333333
01510,1991.0,89.0,1.0,65.0,5.297457627
01511,1990.0,89.0,1.0,103.0,7.379487179
01512,1991.0,59.0,1.0,90.0,3.945384615
01513,1991.0,69.0,1.0,145.0,5.144242424
01514,1991.0,64.0,1.0,80.0,5.112418301
01515,1991.0,64.0,1.0,0.0,5.60530303
01516,1991.0,66.0,1.0,0.0,2.7
01517,1991.0,60.0,1.0,33.0,5.8
01518,1991.0,80.0,1.0,178.0,7.103030303
01519,1990.0,61.0,1.0,316.0,5.56474359
01520,1990.0,74.0,1.0,0.0,5.445454545
01521,1991.0,60.0,1.0,49.0,5.505932203
01522,1991.0,68.0,1.0,0.0,7.109090909
01523,1991.0,65.0,1.0,80.0,5.720512821
01524,1991.0,89.0,1.0,0.0,7.204316547
01525,1991.0,61.0,1.0,0.0,6.118644068
01526,1991.0,75.0,1.0,0.0,6.452564103
01527,1991.0,72.0,1.0,0.0,4.485849057
01528,1991.0,70.0,1.0,0.0,6.732374101
01529,1991.0,100.0,1.0,93.0,7.312820513
01530,1992.0,68.0,1.0,125.0,6.467676768
01531,1991.0,58.0,1.0,52.0,5.766666667
01532,1991.0,59.0,1.0,52.0,3.663535912
01533,1991.0,58.0,1.0,63.0,4.869281046
01534,1989.0,58.0,1.0,52.0,3.466666667
01535,1991.0,60.0,1.0,80.0,4.996969697
01536,1991.0,69.0,1.0,256.0,6.584848485
01537,1991.0,65.0,1.0,82.0,5.898989899
01538,1990.0,69.0,1.0,41.0,5.377245509
01539,1991.0,95.0,1.0,0.0,8.318644068
01540,1991.0,63.0,1.0,0.0,6.553333333
01541,1991.0,66.0,1.0,0.0,5.752525253
01542,1988.0,63.0,1.0,378.0,6.214388489
01543,1990.0,69.0,1.0,218.0,3.563120567
01544,1986.0,61.0,1.0,837.0,5.31637931
01545,1991.0,88.0,1.0,0.0,4.748648649
01546,1991.0,62.0,1.0,0.0,5.264383562
01547,1991.0,60.0,1.0,0.0,5.364670659
01548,1991.0,67.0,1.0,0.0,5.798230088
01549,1991.0,75.0,1.0,145.0,6.410169492
01550,1991.0,59.0,1.0,33.0,3.287323944
01551,1991.0,68.0,1.0,117.0,5.948484848
01552,1991.0,73.0,1.0,125.0,4.982191781
01553,1991.0,58.0,1.0,0.0,5.253424658
01554,1990.0,60.0,1.0,0.0,5.1055
01556,1990.0,61.0,1.0,666.0,4.921917808
01557,1991.0,70.0,1.0,0.0,7.908474576
01558,1991.0,59.0,1.0,501.0,5.496610169
01559,1991.0,58.0,1.0,0.0,7.019230769
01560,1991.0,88.0,1.0,111.0,7.140707965
01561,1991.0,74.0,1.0,360.0,7.644736842
01562,1991.0,62.0,1.0,228.0,5.0
01563,1990.0,65.0,1.0,52.0,5.598305085
01564,1991.0,87.0,1.0,198.0,7.922033898
01565,1991.0,,1.0,0.0,7.174358974
01566,1991.0,67.0,1.0,125.0,6.7
01567,1991.0,74.0,1.0,145.0,5.186440678
01568,1991.0,58.0,1.0,109.0,5.210273973
01569,1991.0,69.0,1.0,0.0,5.766666667
01570,1991.0,62.0,1.0,26.0,4.60530303
01571,1990.0,64.0,1.0,122.0,6.832323232
01572,1991.0,72.0,1.0,0.0,5.774576271
01573,1991.0,65.0,1.0,0.0,5.3
01574,1990.0,59.0,1.0,92.0,6.45
01575,1991.0,70.0,1.0,55.0,6.802542373
01576,1991.0,70.0,1.0,0.0,2.0
01577,1991.0,68.0,1.0,41.0,6.648920863
01578,1990.0,59.0,1.0,52.0,4.231282051
01579,1991.0,64.0,1.0,0.0,6.972727273
01580,1991.0,82.0,1.0,0.0,6.463333333
01581,1991.0,87.0,1.0,122.0,5.832323232
01582,1991.0,65.0,1.0,0.0,5.356834532
01583,1990.0,61.0,1.0,80.0,4.890419162
01584,1991.0,62.0,1.0,117.0,5.424460432
01585,1991.0,68.0,1.0,0.0,5.297727273
01586,1991.0,67.0,1.0,0.0,5.347457627
01587,1991.0,84.0,1.0,0.0,7.76779661
01588,1991.0,61.0,1.0,111.0,5.132450331
01589,1991.0,64.0,1.0,0.0,4.786614173
01590,1991.0,63.0,1.0,70.0,4.478709677
01591,1991.0,64.0,1.0,302.0,4.519607843
01592,1991.0,68.0,1.0,0.0,5.763736264
01593,1991.0,77.0,1.0,0.0,7.481355932
01594,1991.0,75.0,1.0,0.0,6.637288136
01595,1989.0,62.0,1.0,117.0,7.781355932
01596,1990.0,66.0,1.0,0.0,4.842465753
01597,1991.0,63.0,1.0,49.0,4.567065868
01598,1991.0,71.0,1.0,0.0,6.369230769
01599,1991.0,60.0,1.0,80.0,5.979661017
01600,1991.0,70.0,1.0,0.0,6.004040404
01601,1990.0,70.0,1.0,33.0,4.675221239
01602,1990.0,58.0,1.0,26.0,2.9
01603,1991.0,58.0,1.0,49.0,5.884848485
01604,1991.0,77.0,1.0,109.0,5.439823009
01605,1991.0,59.0,1.0,80.0,5.245762712
01606,1992.0,60.0,1.0,80.0,6.774576271
01607,1991.0,72.0,1.0,0.0,5.846017699
01608,1991.0,77.0,1.0,0.0,6.905405405
01609,1991.0,76.0,1.0,145.0,5.533898305
01610,1987.0,61.0,1.0,0.0,6.8
01611,1991.0,67.0,1.0,217.0,5.23
01612,1991.0,94.0,1.0,153.0,3.108974359
01613,1991.0,61.0,1.0,0.0,5.618987342
01614,1990.0,59.0,1.0,0.0,3.101724138
01615,1992.0,79.0,1.0,0.0,7.808474576
01616,1991.0,79.0,1.0,0.0,8.3
01617,1989.0,61.0,1.0,87.0,6.536082474
01618,1991.0,58.0,1.0,145.0,6.009322034
01619,1991.0,68.0,1.0,178.0,6.650877193
01620,1991.0,66.0,1.0,0.0,5.2
01621,1991.0,77.0,1.0,55.0,7.065384615
01622,1991.0,71.0,1.0,0.0,6.187179487
01623,1991.0,68.0,1.0,65.0,5.818705036
01624,1991.0,61.0,1.0,0.0,7.179661017
01625,1991.0,65.0,1.0,0.0,6.68
01626,1991.0,61.0,1.0,0.0,5.397169811
01627,1992.0,58.0,1.0,0.0,5.877678571
01628,1991.0,60.0,1.0,0.0,6.123021583
01629,1991.0,63.0,1.0,0.0,5.382575758
01630,1991.0,71.0,1.0,52.0,5.018478261
01631,1991.0,75.0,1.0,0.0,5.75959596
01632,1991.0,62.0,1.0,0.0,6.098684211
01633,1991.0,67.0,1.0,90.0,6.4
01634,1991.0,65.0,1.0,55.0,5.913559322
01635,1991.0,96.0,1.0,0.0,6.742372881
01636,1991.0,87.0,1.0,0.0,7.391025641
01637,1990.0,58.0,1.0,145.0,5.720454545
01638,1991.0,68.0,1.0,0.0,5.766666667
01639,1991.0,72.0,1.0,602.0,6.647474747
01640,1991.0,74.0,1.0,0.0,7.298305085
01641,1991.0,72.0,1.0,0.0,7.33559322
01642,1991.0,58.0,1.0,0.0,6.522033898
01643,1991.0,59.0,1.0,0.0,5.9
01644,1991.0,67.0,1.0,63.0,5.839240506
01646,1991.0,59.0,1.0,0.0,5.633333333
01647,1991.0,70.0,1.0,0.0,4.277325581
01648,1991.0,64.0,1.0,0.0,5.927272727
01649,1991.0,64.0,1.0,145.0,5.925423729
01650,1991.0,73.0,1.0,122.0,5.224358974
01651,1990.0,63.0,1.0,55.0,4.414912281
01652,1991.0,63.0,1.0,0.0,6.325641026
01654,1991.0,59.0,1.0,0.0,4.805607477
01655,1991.0,70.0,1.0,117.0,6.643434343
01656,1991.0,67.0,1.0,125.0,6.223728814
01657,1991.0,58.0,1.0,92.0,5.92739726
01658,1991.0,61.0,1.0,33.0,3.5
01659,1991.0,87.0,1.0,0.0,6.703389831
01660,1990.0,62.0,1.0,52.0,4.333774834
01661,1991.0,59.0,1.0,0.0,6.003030303
01662,1991.0,65.0,1.0,122.0,6.437179487
01663,1991.0,59.0,1.0,55.0,6.371717172
01664,1991.0,66.0,1.0,0.0,5.474226804
01665,1991.0,64.0,1.0,82.0,6.839568345
01666,1990.0,66.0,1.0,0.0,5.185628743
01667,1991.0,83.0,1.0,111.0,5.023015873
01668,1991.0,61.0,1.0,26.0,5.85
01669,1991.0,60.0,1.0,0.0,8.194915254
01670,1991.0,69.0,1.0,0.0,7.46779661
01671,1991.0,60.0,1.0,55.0,6.03220339
01672,1991.0,72.0,1.0,80.0,6.318705036
01673,1991.0,67.0,1.0,92.0,5.321212121
01674,1991.0,65.0,1.0,111.0,4.1
01675,1991.0,96.0,1.0,55.0,6.448717949
01676,1991.0,80.0,1.0,41.0,5.080821918
01677,1991.0,69.0,1.0,109.0,6.550505051
01678,1991.0,63.0,1.0,33.0,4.642105263
01679,1991.0,68.0,1.0,109.0,5.988659794
01680,1991.0,64.0,1.0,145.0,5.266666667
01681,1991.0,64.0,1.0,1529.0,6.214102564
01682,1990.0,61.0,1.0,0.0,6.847435897
01683,1991.0,68.0,1.0,153.0,5.433333333
01684,1991.0,64.0,1.0,256.0,5.5025
01685,1991.0,71.0,1.0,109.0,4.947321429
01686,1991.0,59.0,1.0,1269.0,5.626262626
01687,1991.0,61.0,1.0,109.0,6.535353535
01688,1991.0,87.0,1.0,109.0,7.061864407
01689,1990.0,59.0,1.0,0.0,5.666666667
01690,1991.0,67.0,1.0,0.0,7.715254237
01691,1991.0,100.0,1.0,360.0,6.472881356
01692,1991.0,94.0,1.0,316.0,5.677777778
01693,1989.0,63.0,1.0,122.0,5.428813559
01694,1991.0,60.0,1.0,87.0,5.822881356
01695,1991.0,69.0,1.0,0.0,5.525
01696,1991.0,60.0,1.0,93.0,6.164646465
01697,1990.0,68.0,1.0,93.0,5.123972603
01698,1991.0,62.0,1.0,65.0,4.9535
01699,1991.0,61.0,1.0,153.0,5.148235294
01700,1991.0,58.0,1.0,153.0,6.1
01701,1990.0,62.0,1.0,103.0,5.697457627
01702,1990.0,62.0,1.0,0.0,5.155479452
01703,1991.0,61.0,1.0,70.0,7.447474747
01704,1990.0,64.0,1.0,0.0,5.154794521
01705,1991.0,63.0,1.0,103.0,5.559322034
01706,1991.0,59.0,1.0,109.0,6.139830508
01707,1991.0,64.0,1.0,0.0,4.15
01708,1991.0,71.0,1.0,316.0,6.649494949
01709,1990.0,76.0,1.0,0.0,6.269784173
01710,1991.0,72.0,1.0,145.0,5.325663717
01711,1991.0,70.0,1.0,0.0,5.341525424
01712,1991.0,67.0,1.0,0.0,6.622302158
01713,1990.0,58.0,1.0,70.0,5.54
01714,1991.0,63.0,1.0,70.0,6.6
01715,1989.0,62.0,1.0,0.0,5.377272727
01716,1991.0,58.0,1.0,0.0,6.3
01717,1991.0,70.0,1.0,0.0,5.36440678
01718,1991.0,76.0,1.0,0.0,6.618644068
01719,1991.0,77.0,1.0,7156.0,6.056565657
01720,1991.0,61.0,1.0,109.0,5.159589041
01721,1991.0,67.0,1.0,0.0,7.038983051
01722,1991.0,68.0,1.0,122.0,5.566949153
01723,1991.0,61.0,1.0,145.0,5.462204724
01724,1991.0,60.0,1.0,0.0,5.943434343
01725,1987.0,65.0,1.0,501.0,5.208
01726,1991.0,71.0,1.0,0.0,8.061016949
01727,1991.0,68.0,1.0,0.0,5.646902655
01728,1991.0,75.0,1.0,125.0,5.338053097
01729,1991.0,65.0,1.0,0.0,5.354237288
01730,1991.0,68.0,1.0,65.0,5.602542373
01731,1991.0,61.0,1.0,0.0,5.3105
01732,1990.0,58.0,1.0,0.0,5.464705882
01733,1991.0,58.0,1.0,0.0,4.635294118
01734,1991.0,63.0,1.0,0.0,6.02
01735,1991.0,75.0,1.0,0.0,5.961538462
01736,1991.0,60.0,1.0,33.0,4.266666667
01737,1991.0,68.0,1.0,65.0,4.143678161
01738,1991.0,69.0,1.0,109.0,5.646464646
01739,1991.0,58.0,1.0,55.0,5.304545455
01740,1991.0,71.0,1.0,302.0,4.8
01741,1991.0,64.0,1.0,33.0,5.138157895
01742,1991.0,81.0,1.0,272.0,7.442372881
01743,1991.0,60.0,1.0,90.0,5.376271186
01744,1991.0,58.0,1.0,48.0,5.6
01745,1991.0,81.0,1.0,0.0,6.365656566
01746,1991.0,60.0,1.0,109.0,5.446969697
01747,1991.0,73.0,1.0,109.0,5.483050847
01748,1991.0,76.0,1.0,65.0,5.955084746
01749,1991.0,69.0,1.0,117.0,5.61294964
01750,1991.0,,1.0,0.0,6.157575758
01751,1991.0,67.0,1.0,666.0,5.888888889
01752,1991.0,77.0,1.0,378.0,6.151515152
01753,1989.0,59.0,1.0,0.0,7.505084746
01754,1991.0,59.0,1.0,63.0,5.643434343
01755,1991.0,62.0,1.0,0.0,5.647787611
01756,1991.0,74.0,1.0,122.0,5.568939394
01757,1991.0,66.0,1.0,92.0,4.366666667
01758,1991.0,61.0,1.0,0.0,6.450847458
01759,1991.0,60.0,1.0,0.0,5.905084746
01760,1991.0,85.0,1.0,65.0,5.155752212
01761,1991.0,65.0,1.0,70.0,5.175
01762,1991.0,67.0,1.0,316.0,5.776106195
01763,1991.0,64.0,1.0,125.0,6.424561404
01764,1991.0,71.0,1.0,109.0,5.843362832
01765,1991.0,58.0,1.0,0.0,6.5
01766,1991.0,62.0,1.0,198.0,7.623728814
01767,1991.0,84.0,1.0,0.0,6.156565657
01768,1991.0,76.0,1.0,218.0,6.7
01769,1989.0,83.0,1.0,111.0,5.002285714
01770,1991.0,63.0,1.0,41.0,5.492929293
01771,1991.0,79.0,1.0,80.0,5.038129496
01772,1991.0,65.0,1.0,0.0,5.390384615
01773,1991.0,75.0,1.0,0.0,4.946
01774,1991.0,78.0,1.0,295.0,5.552517986
01775,1991.0,60.0,1.0,0.0,3.033333333
01776,1991.0,66.0,1.0,117.0,4.610958904
01777,1991.0,70.0,1.0,0.0,6.541414141
01778,1991.0,64.0,1.0,145.0,5.47
01779,1991.0,67.0,1.0,0.0,5.238582677
01780,1991.0,75.0,1.0,316.0,6.258585859
01781,1991.0,62.0,1.0,198.0,6.022033898
01782,1991.0,71.0,1.0,0.0,6.796610169
01783,1991.0,65.0,1.0,0.0,6.582828283
01784,1991.0,59.0,1.0,0.0,4.538582677
01785,1991.0,69.0,1.0,0.0,5.751515152
01786,1986.0,61.0,1.0,316.0,5.315151515
01787,1990.0,73.0,1.0,0.0,6.549295775
01788,1991.0,67.0,1.0,218.0,5.666666667
01789,1991.0,82.0,1.0,111.0,5.396610169
01790,1991.0,63.0,1.0,218.0,5.0
01791,1990.0,72.0,1.0,41.0,5.633333333
01792,1988.0,63.0,1.0,65.0,5.413131313
01793,1991.0,68.0,1.0,228.0,2.47
01794,1991.0,73.0,1.0,0.0,5.098802395
01795,1991.0,76.0,1.0,218.0,6.296385542
01796,1991.0,58.0,1.0,33.0,2.61509434
01797,1991.0,74.0,1.0,0.0,7.152542373
01798,1991.0,59.0,1.0,80.0,5.634090909
01799,1991.0,78.0,1.0,0.0,6.012711864
01800,1991.0,68.0,1.0,0.0,5.232608696
01801,1991.0,88.0,1.0,49.0,4.005633803
01802,1991.0,60.0,1.0,0.0,6.038383838
01804,1991.0,65.0,1.0,320.0,5.558474576
01805,1991.0,65.0,1.0,0.0,5.404705882
01806,1991.0,63.0,1.0,80.0,4.866985646
01807,1991.0,76.0,1.0,6730.0,5.364102564
01808,1991.0,58.0,1.0,0.0,6.267676768
01809,1992.0,59.0,1.0,0.0,5.28
01810,1991.0,74.0,1.0,160.0,4.683464567
01811,1992.0,,1.0,0.0,6.14375
01812,1991.0,74.0,1.0,0.0,6.183898305
01813,1991.0,75.0,1.0,0.0,3.87
01814,1991.0,63.0,1.0,402.0,4.212941176
01815,1990.0,63.0,1.0,92.0,5.318589744
01816,1990.0,66.0,1.0,103.0,4.995209581
01817,1991.0,66.0,1.0,145.0,6.195683453
01818,1991.0,74.0,1.0,145.0,5.962711864
01819,1990.0,58.0,1.0,92.0,5.65
01820,1991.0,67.0,1.0,145.0,5.390677966
01821,1991.0,67.0,1.0,0.0,5.83559322
01822,1991.0,72.0,1.0,145.0,5.953535354
01823,1991.0,69.0,1.0,125.0,6.249494949
01824,1991.0,,1.0,0.0,5.63
01825,1991.0,73.0,1.0,0.0,5.748717949
01826,1991.0,71.0,1.0,65.0,5.502054795
01827,1991.0,64.0,1.0,0.0,6.777777778
01828,1991.0,77.0,1.0,125.0,6.31010101
01829,1991.0,72.0,1.0,0.0,6.2
01830,1987.0,,1.0,0.0,4.962352941
01831,1991.0,72.0,1.0,49.0,5.659
01832,1990.0,58.0,1.0,26.0,4.626582278
01833,1991.0,69.0,1.0,55.0,5.029452055
01834,1991.0,61.0,1.0,0.0,5.471653543
01835,1991.0,79.0,1.0,0.0,7.491025641
01836,1990.0,65.0,1.0,837.0,6.15
01837,1990.0,62.0,1.0,33.0,5.002054795
01838,1985.0,79.0,1.0,93.0,5.3824
01839,1991.0,63.0,1.0,0.0,5.6
01840,1991.0,61.0,1.0,160.0,4.0
01841,1991.0,83.0,1.0,80.0,6.189830508
01842,1991.0,60.0,1.0,70.0,5.9
01843,1991.0,77.0,1.0,79.0,4.3
01844,1991.0,81.0,1.0,55.0,6.469491525
01845,1991.0,64.0,1.0,52.0,4.328448276
01846,1991.0,58.0,1.0,90.0,4.8
01847,1991.0,60.0,1.0,8559.0,6.1
01849,1991.0,70.0,1.0,0.0,6.097457627
01850,1992.0,65.0,1.0,316.0,6.026271186
01851,1991.0,64.0,1.0,0.0,3.854601227
01852,1991.0,63.0,1.0,127.0,5.443939394
01853,1991.0,58.0,1.0,316.0,5.826271186
01854,1991.0,61.0,1.0,111.0,3.893037975
01855,1991.0,66.0,1.0,0.0,5.280530973
01856,1991.0,72.0,1.0,501.0,5.874358974
01857,1991.0,75.0,1.0,117.0,4.633532934
01858,1991.0,61.0,1.0,80.0,6.452525253
01859,1991.0,61.0,1.0,92.0,5.75
01860,1991.0,77.0,1.0,0.0,5.309375
01861,1991.0,63.0,1.0,0.0,6.51440678
01862,1991.0,65.0,1.0,0.0,3.925
01863,1991.0,63.0,1.0,109.0,6.774100719
01864,1992.0,58.0,1.0,0.0,5.415151515
01865,1989.0,61.0,1.0,316.0,5.187671233
01866,1990.0,58.0,1.0,92.0,3.6
01867,1991.0,64.0,1.0,0.0,5.524742268
01868,1991.0,65.0,1.0,316.0,5.669491525
01869,1991.0,66.0,1.0,122.0,6.005063291
01870,1989.0,65.0,1.0,109.0,5.231060606
01871,1990.0,59.0,1.0,316.0,4.935616438
01872,1990.0,66.0,1.0,103.0,5.552542373
01873,1991.0,60.0,1.0,145.0,5.617985612
01874,1991.0,61.0,1.0,0.0,6.007692308
01875,1990.0,62.0,1.0,52.0,4.243396226
01877,1991.0,78.0,1.0,0.0,5.450847458
01879,1990.0,58.0,1.0,218.0,6.025
01880,1991.0,76.0,1.0,178.0,7.15
01882,1990.0,65.0,1.0,26.0,4.761176471
01883,1988.0,60.0,1.0,65.0,5.475641026
01884,1991.0,66.0,1.0,288.0,6.329292929
01885,1991.0,65.0,1.0,0.0,5.84040404
01886,1990.0,72.0,1.0,302.0,6.375
01887,1990.0,59.0,1.0,109.0,4.864393939
01888,1990.0,72.0,1.0,198.0,5.54040404
01889,1991.0,60.0,1.0,117.0,5.795652174
01890,1991.0,63.0,1.0,111.0,5.937908497
01891,1990.0,64.0,1.0,0.0,2.353448276
01892,1990.0,85.0,1.0,70.0,4.084177215
01894,1988.0,100.0,1.0,0.0,7.516949153
01895,1991.0,65.0,1.0,103.0,5.218478261
01896,1989.0,62.0,1.0,302.0,5.081188119
01897,1991.0,59.0,1.0,0.0,6.433898305
01898,1991.0,85.0,1.0,109.0,6.331355932
01899,1991.0,80.0,1.0,0.0,6.247435897
01900,1991.0,63.0,1.0,0.0,6.2
01901,1991.0,66.0,1.0,0.0,5.4
01902,1991.0,61.0,1.0,205.0,5.245454545
01903,1991.0,60.0,1.0,111.0,5.077727273
01904,1991.0,67.0,1.0,122.0,5.017948718
01905,1989.0,73.0,1.0,122.0,6.159322034
01906,1990.0,71.0,1.0,272.0,6.197435897
01907,1991.0,69.0,1.0,117.0,6.034615385
01909,1991.0,70.0,1.0,55.0,5.569072165
01910,1990.0,66.0,1.0,49.0,5.631372549
01911,1991.0,68.0,1.0,125.0,5.551633987
01912,1991.0,63.0,1.0,501.0,5.799242424
01913,1991.0,74.0,1.0,0.0,5.998989899
01914,1991.0,64.0,1.0,0.0,3.4
01915,1990.0,67.0,1.0,93.0,5.825423729
01916,1991.0,58.0,1.0,90.0,6.109090909
01917,1989.0,85.0,1.0,0.0,7.811864407
01918,1991.0,82.0,1.0,41.0,5.513636364
01919,1989.0,58.0,1.0,0.0,5.333333333
01921,1991.0,61.0,1.0,145.0,5.208602151
01922,1991.0,85.0,1.0,65.0,5.855555556
01923,1991.0,76.0,1.0,0.0,8.444067797
01924,1991.0,59.0,1.0,0.0,3.721052632
01925,1991.0,64.0,1.0,82.0,5.629661017
01926,1991.0,67.0,1.0,122.0,5.34040404
01927,1991.0,76.0,1.0,0.0,6.119491525
01928,1991.0,66.0,1.0,0.0,5.662711864
01929,1987.0,77.0,1.0,316.0,5.491150442
01930,1991.0,61.0,1.0,122.0,6.843434343
01931,1991.0,69.0,1.0,378.0,5.605035971
01932,1991.0,62.0,1.0,79.0,4.290909091
01933,1989.0,76.0,1.0,52.0,5.65840708
01934,1990.0,58.0,1.0,1006.0,4.59673913
01935,1991.0,72.0,1.0,205.0,4.856862745
01936,1990.0,60.0,1.0,153.0,5.252
01937,1991.0,78.0,1.0,87.0,7.291919192
01938,1990.0,59.0,1.0,79.0,5.126515152
01939,1991.0,61.0,1.0,80.0,5.7
01940,1991.0,89.0,1.0,302.0,5.503030303
01942,1989.0,60.0,1.0,49.0,5.1635
01944,1991.0,64.0,1.0,738.0,4.989473684
01945,1991.0,77.0,1.0,767.0,7.212820513
01946,1991.0,92.0,1.0,767.0,7.43220339
01947,1991.0,59.0,1.0,0.0,5.570503597
01948,1989.0,58.0,1.0,402.0,5.3
01949,1990.0,64.0,1.0,302.0,2.208695652
01950,1991.0,69.0,1.0,0.0,5.214393939
01951,1984.0,55.0,1.0,0.0,3.880555556
01952,1991.0,71.0,1.0,0.0,5.965656566
01953,1991.0,66.0,1.0,0.0,3.95
01955,1991.0,60.0,1.0,0.0,7.050877193
60015,1990.0,,1.0,1529.0,7.25
60025,1990.0,,1.0,1529.0,6.53
60047,1990.0,,1.0,41.0,6.28
60082,1990.0,100.0,1.0,1298.0,6.3
60086,1990.0,,1.0,1529.0,6.03
60100,1990.0,,1.0,1399.0,6.43
60103,1990.0,,1.0,1529.0,8.05
60115,1990.0,87.0,1.0,1427.0,6.0
60117,1990.0,,1.0,1529.0,6.15
60124,1990.0,78.0,1.0,1529.0,6.55
