RollNumber,DOB - Year (group),EntryGrade (group),Major (group),DistanceToHanoi,EnglishAverageGrade
00679,1987.0,60.0,1.0,48.0,0.0
00680,1989.0,57.0,1.0,0.0,6.0
00681,1989.0,72.0,1.0,55.0,4.051724138
00682,1989.0,61.0,1.0,80.0,4.221782178
00684,1989.0,57.0,1.0,0.0,5.5
00685,1989.0,59.0,1.0,0.0,7.8
00686,1989.0,66.0,1.0,0.0,6.2
00687,1989.0,73.0,1.0,0.0,6.63
00688,1989.0,63.0,1.0,316.0,3.7
00689,1989.0,65.0,1.0,145.0,3.7
00691,1989.0,60.0,1.0,89.0,3.05
00692,1988.0,74.0,1.0,0.0,7.07
00694,1987.0,64.0,1.0,125.0,6.2
00695,1989.0,59.0,1.0,49.0,4.91369863
00696,1989.0,85.0,1.0,0.0,8.13
00697,1989.0,58.0,1.0,602.0,6.63
00698,1988.0,60.0,1.0,109.0,5.6
00699,1989.0,66.0,1.0,0.0,6.33
00700,1989.0,74.0,1.0,103.0,5.9
00701,1988.0,65.0,1.0,117.0,8.07
00702,1989.0,58.0,1.0,0.0,5.276666667
00706,1987.0,76.0,1.0,109.0,8.27
00707,1988.0,62.0,1.0,122.0,5.264444444
00708,1989.0,60.0,1.0,55.0,6.3
00710,1989.0,67.0,1.0,87.0,6.8
00711,1989.0,72.0,1.0,316.0,7.1
00712,1988.0,69.0,1.0,145.0,5.55
00713,1989.0,70.0,1.0,0.0,4.296296296
00714,1988.0,78.0,1.0,0.0,7.07
00715,1988.0,66.0,1.0,1115.0,5.1
00716,1989.0,82.0,1.0,218.0,5.922807018
00718,1988.0,75.0,1.0,316.0,4.510344828
00719,1988.0,79.0,1.0,1595.0,6.2
00722,1989.0,77.0,1.0,602.0,7.43
00723,1989.0,66.0,1.0,65.0,5.0
00724,1989.0,67.0,1.0,33.0,5.75
00725,1988.0,57.0,1.0,82.0,5.93
00726,1987.0,67.0,1.0,145.0,6.05
00728,1989.0,62.0,1.0,153.0,6.2
00729,1988.0,48.0,1.0,0.0,6.0
00730,1989.0,66.0,1.0,378.0,8.23
00731,1989.0,68.0,1.0,109.0,4.05
00732,1989.0,71.0,1.0,41.0,5.339534884
00733,1989.0,77.0,1.0,55.0,5.93
00735,1987.0,66.0,1.0,0.0,7.148148148
00736,1989.0,67.0,1.0,55.0,7.53
00738,1989.0,60.0,1.0,1204.0,7.17
00739,1989.0,63.0,1.0,1204.0,7.97
00740,1989.0,82.0,1.0,1513.0,7.63
00741,1989.0,74.0,1.0,767.0,8.3
00746,1989.0,59.0,1.0,767.0,6.13
00748,1988.0,62.0,1.0,1176.0,6.3
00749,1989.0,59.0,1.0,1529.0,6.33
00752,1989.0,65.0,1.0,1595.0,6.57
00753,1989.0,70.0,1.0,1427.0,5.9
00754,1987.0,65.0,1.0,1204.0,7.5
00755,1986.0,67.0,1.0,1529.0,6.67
00756,1989.0,79.0,1.0,1399.0,8.13
00759,1989.0,86.0,1.0,1529.0,7.83
00760,1989.0,63.0,1.0,1595.0,6.67
00762,1989.0,74.0,1.0,1529.0,8.0
00763,1989.0,66.0,1.0,1416.0,6.7
00764,1989.0,57.0,1.0,1595.0,6.73
00765,1989.0,91.0,1.0,0.0,5.3
00766,1989.0,72.0,1.0,41.0,7.23
00768,1987.0,74.0,1.0,302.0,1.731034483
00769,1989.0,60.0,1.0,0.0,5.4
00772,1989.0,73.0,1.0,145.0,4.35
00773,1989.0,69.0,1.0,0.0,5.597777778
00774,1989.0,63.0,1.0,0.0,6.7
00775,1986.0,66.0,1.0,0.0,3.720289855
00776,1989.0,66.0,1.0,145.0,6.5
00778,1988.0,72.0,1.0,302.0,4.842465753
00779,1989.0,63.0,1.0,0.0,6.46
00780,1990.0,61.0,1.0,0.0,6.331111111
00784,1990.0,71.0,1.0,90.0,4.486486486
00785,1990.0,63.0,1.0,0.0,5.535555556
00786,1990.0,61.0,1.0,90.0,3.730232558
00788,1988.0,66.0,1.0,122.0,5.748837209
00789,1990.0,63.0,1.0,49.0,5.206666667
00791,1990.0,66.0,1.0,530.0,5.62
00792,1990.0,94.0,1.0,868.0,6.05
00793,1990.0,73.0,1.0,218.0,0.072727273
00794,1989.0,60.0,1.0,122.0,5.5
00796,1990.0,71.0,1.0,198.0,7.397777778
00797,1989.0,80.0,1.0,316.0,4.743333333
00799,1990.0,100.0,1.0,109.0,7.35
00800,1990.0,82.0,1.0,26.0,0.648648649
00801,1990.0,74.0,1.0,80.0,4.673972603
00803,1990.0,65.0,1.0,93.0,4.6375
00804,1990.0,100.0,1.0,89.0,4.753658537
00805,1991.0,60.0,1.0,65.0,5.861111111
00806,1990.0,68.0,1.0,0.0,4.835087719
00807,1990.0,68.0,1.0,316.0,4.902739726
00809,1990.0,100.0,1.0,0.0,7.75
00810,1990.0,81.0,1.0,80.0,5.403508772
00812,1990.0,71.0,1.0,0.0,6.286440678
00813,1990.0,71.0,1.0,433.0,6.6
00814,1990.0,91.0,1.0,0.0,7.2
00816,1990.0,65.0,1.0,92.0,7.8
00817,1990.0,96.0,1.0,0.0,7.571717172
00818,1990.0,68.0,1.0,0.0,6.25
00819,1990.0,82.0,1.0,0.0,5.689655172
00821,1990.0,73.0,1.0,0.0,5.3
00822,1988.0,72.0,1.0,205.0,6.4
00823,1990.0,60.0,1.0,0.0,5.82
00824,1990.0,76.0,1.0,0.0,6.01627907
00826,1990.0,67.0,1.0,0.0,5.2
00827,1991.0,74.0,1.0,0.0,5.95
00828,1990.0,100.0,1.0,145.0,6.475555556
00829,1990.0,60.0,1.0,89.0,3.814583333
00830,1990.0,64.0,1.0,0.0,6.3
00831,1990.0,71.0,1.0,55.0,4.298630137
00832,1990.0,62.0,1.0,122.0,4.705633803
00833,1990.0,69.0,1.0,0.0,3.882178218
00834,1989.0,80.0,1.0,0.0,5.2
00835,1990.0,62.0,1.0,109.0,6.493333333
00838,1990.0,66.0,1.0,125.0,5.35
00839,1988.0,65.0,1.0,92.0,5.0
00840,1990.0,64.0,1.0,0.0,4.266197183
00841,1990.0,63.0,1.0,65.0,5.234482759
00842,1990.0,100.0,1.0,125.0,6.975555556
00843,1990.0,67.0,1.0,6730.0,5.2
00844,1990.0,62.0,1.0,0.0,6.947826087
00845,1990.0,74.0,1.0,0.0,6.048888889
00846,1990.0,69.0,1.0,55.0,3.905797101
00848,1990.0,70.0,1.0,80.0,5.889655172
00849,1990.0,,1.0,70.0,6.44
00850,1990.0,67.0,1.0,0.0,5.95
00851,1990.0,63.0,1.0,316.0,4.422352941
00852,1990.0,61.0,1.0,103.0,5.15
00853,1990.0,68.0,1.0,217.0,5.156666667
00854,1990.0,91.0,1.0,0.0,6.5
00855,1990.0,65.0,1.0,0.0,5.683561644
00857,1989.0,62.0,1.0,41.0,5.688888889
00858,1990.0,70.0,1.0,90.0,3.456589147
00860,1990.0,86.0,1.0,0.0,7.3
00861,1990.0,61.0,1.0,122.0,5.360273973
00862,1988.0,64.0,1.0,272.0,4.726027397
00863,1990.0,78.0,1.0,178.0,5.4
00864,1990.0,68.0,1.0,65.0,5.7
00865,1990.0,67.0,1.0,205.0,6.031111111
00866,1990.0,66.0,1.0,178.0,5.926666667
00868,1990.0,67.0,1.0,103.0,6.375555556
00869,1990.0,70.0,1.0,530.0,7.1
00870,1990.0,64.0,1.0,316.0,5.42
00872,1986.0,61.0,1.0,52.0,4.113043478
00873,1990.0,81.0,1.0,109.0,3.970689655
00874,1990.0,81.0,1.0,218.0,6.031111111
00875,1990.0,61.0,1.0,0.0,6.286206897
00876,1990.0,80.0,1.0,125.0,6.5
00877,1990.0,63.0,1.0,0.0,4.989108911
00878,1990.0,63.0,1.0,0.0,6.45
00879,1990.0,73.0,1.0,0.0,3.333333333
00880,1989.0,66.0,1.0,145.0,5.613333333
00881,1990.0,79.0,1.0,0.0,6.15
00883,1990.0,65.0,1.0,0.0,6.0
00884,1990.0,70.0,1.0,92.0,5.7
00885,1990.0,66.0,1.0,0.0,7.6
00887,1990.0,76.0,1.0,125.0,5.85
00888,1990.0,66.0,1.0,0.0,7.5
00889,1990.0,69.0,1.0,0.0,5.206666667
00890,1990.0,66.0,1.0,82.0,6.0
00891,1990.0,60.0,1.0,0.0,2.346666667
00894,1991.0,65.0,1.0,125.0,5.535555556
00895,1990.0,87.0,1.0,49.0,4.977777778
00896,1990.0,61.0,1.0,55.0,6.2
00898,1990.0,62.0,1.0,33.0,4.752272727
00899,1990.0,67.0,1.0,0.0,2.387323944
00901,1990.0,66.0,1.0,111.0,5.484444444
00903,1990.0,62.0,1.0,0.0,5.7
00904,1990.0,61.0,1.0,198.0,5.831111111
00905,1990.0,70.0,1.0,0.0,7.0
00907,1990.0,70.0,1.0,109.0,5.868888889
00908,1991.0,65.0,1.0,0.0,6.0
00909,1990.0,77.0,1.0,218.0,5.265517241
00910,1990.0,83.0,1.0,0.0,5.65
00912,1990.0,61.0,1.0,145.0,7.193333333
00913,1990.0,65.0,1.0,41.0,5.779661017
00914,1990.0,68.0,1.0,0.0,4.062222222
00915,1990.0,77.0,1.0,0.0,6.6
00917,1990.0,62.0,1.0,0.0,5.2
00918,1991.0,75.0,1.0,0.0,4.673684211
00919,1990.0,65.0,1.0,0.0,6.875555556
00920,1990.0,75.0,1.0,666.0,6.5
00921,1990.0,90.0,1.0,145.0,7.427118644
00922,1987.0,64.0,1.0,109.0,4.235460993
00923,1990.0,75.0,1.0,117.0,5.648888889
00924,1990.0,64.0,1.0,0.0,5.15
00925,1990.0,66.0,1.0,0.0,5.206666667
00926,1990.0,67.0,1.0,41.0,5.697777778
00927,1991.0,66.0,1.0,0.0,6.4
00929,1989.0,61.0,1.0,48.0,3.978321678
00930,1990.0,88.0,1.0,0.0,6.2
00931,1990.0,66.0,1.0,316.0,5.713333333
00933,1990.0,60.0,1.0,0.0,5.997777778
00935,1990.0,75.0,1.0,49.0,5.54137931
00936,1990.0,71.0,1.0,109.0,6.253333333
00938,1990.0,85.0,1.0,145.0,6.9
00939,1990.0,71.0,1.0,117.0,6.097777778
00943,1990.0,61.0,1.0,198.0,6.793333333
00944,1990.0,100.0,1.0,0.0,6.9
00946,1990.0,73.0,1.0,0.0,5.9
00947,1990.0,60.0,1.0,0.0,5.926666667
00948,1990.0,62.0,1.0,109.0,6.1
00950,1990.0,61.0,1.0,80.0,4.742253521
00951,1990.0,64.0,1.0,103.0,6.271111111
00954,1990.0,75.0,1.0,117.0,5.368292683
00955,1990.0,77.0,1.0,0.0,6.8
00957,1990.0,65.0,1.0,125.0,7.186206897
00958,1989.0,65.0,1.0,109.0,5.542222222
00959,1990.0,63.0,1.0,109.0,5.606666667
00960,1990.0,70.0,1.0,55.0,5.78
00963,1989.0,79.0,1.0,0.0,6.2
00964,1990.0,74.0,1.0,293.0,5.888888889
00965,1990.0,76.0,1.0,109.0,5.222222222
00966,1990.0,67.0,1.0,0.0,2.3
00967,1990.0,64.0,1.0,49.0,5.393333333
00968,1990.0,65.0,1.0,0.0,5.596551724
00969,1989.0,100.0,1.0,666.0,6.245762712
00970,1990.0,84.0,1.0,80.0,3.32970297
00972,1990.0,64.0,1.0,316.0,4.263218391
00973,1990.0,64.0,1.0,103.0,5.730508475
00974,1990.0,64.0,1.0,70.0,3.41
00975,1990.0,71.0,1.0,0.0,6.148888889
00976,1990.0,64.0,1.0,82.0,5.273333333
00977,1990.0,87.0,1.0,0.0,7.2
00978,1990.0,64.0,1.0,109.0,5.684444444
00979,1990.0,79.0,1.0,0.0,5.7
00980,1990.0,77.0,1.0,198.0,4.36
00981,1990.0,71.0,1.0,80.0,5.786666667
00982,1989.0,61.0,1.0,122.0,4.846551724
00984,1990.0,62.0,1.0,111.0,2.35
00985,1990.0,86.0,1.0,360.0,6.25
00986,1990.0,69.0,1.0,868.0,7.4
00987,1989.0,61.0,1.0,0.0,5.828888889
00989,1990.0,65.0,1.0,316.0,6.2
00990,1990.0,61.0,1.0,218.0,2.358064516
00991,1990.0,66.0,1.0,1115.0,5.3
00992,1990.0,60.0,1.0,145.0,5.25
00993,1990.0,74.0,1.0,0.0,6.5
00994,1990.0,72.0,1.0,125.0,5.911111111
00995,1990.0,66.0,1.0,0.0,4.377272727
00996,1990.0,67.0,1.0,41.0,5.35
00997,1990.0,69.0,1.0,125.0,5.815555556
00998,1990.0,82.0,1.0,0.0,8.2
00999,1990.0,83.0,1.0,153.0,1.324137931
01000,1990.0,60.0,1.0,218.0,6.1
01001,1990.0,62.0,1.0,125.0,6.830434783
01002,1990.0,64.0,1.0,125.0,5.25
01003,1990.0,62.0,1.0,378.0,5.313043478
01004,1990.0,60.0,1.0,198.0,5.410714286
01005,1989.0,64.0,1.0,80.0,5.72
01006,1990.0,64.0,1.0,125.0,5.496551724
01007,1990.0,64.0,1.0,293.0,5.85
01008,1990.0,60.0,1.0,111.0,2.704444444
01009,1990.0,60.0,1.0,0.0,5.3
01010,1991.0,61.0,1.0,0.0,5.427272727
01011,1990.0,73.0,1.0,0.0,6.906666667
01012,1990.0,65.0,1.0,0.0,4.596551724
01013,1991.0,61.0,1.0,0.0,6.15
01014,1989.0,75.0,1.0,218.0,2.133333333
01015,1990.0,61.0,1.0,109.0,4.773333333
01016,1990.0,77.0,1.0,0.0,6.45
01017,1990.0,68.0,1.0,93.0,7.35
01018,1990.0,73.0,1.0,316.0,6.165517241
01019,1990.0,60.0,1.0,145.0,5.960465116
01020,1990.0,62.0,1.0,153.0,0.153424658
01021,1990.0,68.0,1.0,0.0,5.2
01022,1990.0,72.0,1.0,218.0,1.809090909
01024,1990.0,60.0,1.0,103.0,5.3
01025,1990.0,71.0,1.0,65.0,5.35
01028,1990.0,80.0,1.0,0.0,4.647142857
01029,1990.0,84.0,1.0,125.0,6.0
01030,1990.0,72.0,1.0,0.0,6.084444444
01031,1990.0,60.0,1.0,0.0,5.094915254
01032,1990.0,71.0,1.0,0.0,3.924137931
01034,1989.0,61.0,1.0,0.0,3.963596491
01035,1990.0,65.0,1.0,0.0,5.076744186
01036,1990.0,62.0,1.0,125.0,6.255555556
01037,1990.0,62.0,1.0,501.0,6.575555556
01038,1989.0,62.0,1.0,52.0,0.0
01040,1990.0,85.0,1.0,0.0,6.5
01042,1987.0,100.0,1.0,360.0,6.148888889
01043,1990.0,72.0,1.0,0.0,7.62
01044,1990.0,68.0,1.0,87.0,4.295890411
01045,1989.0,62.0,1.0,0.0,6.264444444
01046,1990.0,62.0,1.0,80.0,5.488372093
01047,1989.0,63.0,1.0,109.0,4.484444444
01048,1990.0,78.0,1.0,52.0,5.809302326
01049,1990.0,66.0,1.0,125.0,5.95
01050,1990.0,61.0,1.0,103.0,6.25
01051,1990.0,74.0,1.0,228.0,4.317821782
01052,1990.0,71.0,1.0,272.0,5.9
01053,1989.0,62.0,1.0,117.0,4.341085271
01054,1991.0,61.0,1.0,125.0,6.15
01056,1990.0,78.0,1.0,109.0,6.471111111
01058,1990.0,67.0,1.0,125.0,4.656896552
01059,1990.0,61.0,1.0,0.0,6.064444444
01060,1990.0,98.0,1.0,82.0,6.026666667
01061,1990.0,63.0,1.0,0.0,6.033333333
01062,1990.0,69.0,1.0,109.0,5.826666667
01063,1990.0,62.0,1.0,0.0,6.2
01064,1990.0,62.0,1.0,198.0,5.11627907
01065,1990.0,84.0,1.0,198.0,5.724390244
01066,1990.0,75.0,1.0,117.0,6.5
01067,1990.0,76.0,1.0,117.0,5.8
01069,1990.0,64.0,1.0,198.0,4.075968992
01072,1989.0,61.0,1.0,316.0,5.851111111
01073,1990.0,75.0,1.0,0.0,5.530434783
01074,1990.0,90.0,1.0,125.0,7.0
01076,1990.0,68.0,1.0,92.0,5.1
01077,1990.0,76.0,1.0,868.0,5.7
01078,1990.0,73.0,1.0,125.0,6.4
01082,1990.0,62.0,1.0,0.0,6.592682927
01083,1990.0,81.0,1.0,49.0,6.5
01087,1990.0,65.0,1.0,178.0,6.028888889
01088,1989.0,71.0,1.0,0.0,8.1
01089,1986.0,80.0,1.0,0.0,6.05
01091,1990.0,100.0,1.0,41.0,5.606976744
01093,1990.0,60.0,1.0,90.0,4.093023256
01095,1990.0,76.0,1.0,49.0,5.817777778
01096,1990.0,62.0,1.0,0.0,6.35
01097,1990.0,78.0,1.0,0.0,4.2
01098,1990.0,70.0,1.0,145.0,6.25
01099,1990.0,67.0,1.0,0.0,6.0
01100,1990.0,68.0,1.0,92.0,2.901923077
01101,1990.0,69.0,1.0,0.0,5.286666667
01102,1989.0,61.0,1.0,103.0,5.583050847
01103,1989.0,64.0,1.0,530.0,5.38
01104,1989.0,74.0,1.0,145.0,5.257777778
01105,1990.0,67.0,1.0,153.0,0.95
01106,1990.0,96.0,1.0,316.0,6.6
01107,1990.0,68.0,1.0,0.0,5.526666667
01108,1990.0,62.0,1.0,316.0,5.366666667
01109,1990.0,67.0,1.0,0.0,6.142222222
01110,1990.0,75.0,1.0,87.0,7.124444444
01111,1990.0,66.0,1.0,0.0,4.947222222
01112,1990.0,68.0,1.0,0.0,6.1
01113,1990.0,74.0,1.0,316.0,6.157777778
01114,1989.0,63.0,1.0,103.0,6.1
01115,1990.0,70.0,1.0,1071.0,6.4
01116,1990.0,61.0,1.0,0.0,6.146666667
01117,1989.0,72.0,1.0,111.0,3.290410959
01118,1989.0,66.0,1.0,145.0,5.526666667
01119,1990.0,62.0,1.0,302.0,2.839534884
01120,1990.0,100.0,1.0,145.0,7.166666667
01121,1990.0,66.0,1.0,0.0,5.002222222
01122,1990.0,65.0,1.0,87.0,6.446666667
01123,1990.0,72.0,1.0,87.0,5.910344828
01125,1990.0,69.0,1.0,33.0,2.774226804
01126,1990.0,67.0,1.0,82.0,4.080701754
01127,1990.0,63.0,1.0,87.0,5.577777778
01128,1990.0,67.0,1.0,0.0,5.337777778
01129,1989.0,60.0,1.0,92.0,2.982517483
01132,1990.0,60.0,1.0,80.0,5.75
01133,1989.0,62.0,1.0,122.0,5.984745763
01134,1990.0,67.0,1.0,0.0,0.0
01135,1990.0,74.0,1.0,0.0,6.45
01137,1990.0,68.0,1.0,1595.0,3.75915493
01138,1990.0,62.0,1.0,63.0,5.090055249
01139,1990.0,60.0,1.0,52.0,3.205797101
01141,1990.0,63.0,1.0,0.0,4.406666667
01142,1990.0,67.0,1.0,198.0,5.131818182
01143,1990.0,73.0,1.0,41.0,6.4
01144,1990.0,61.0,1.0,63.0,5.6
01146,1990.0,63.0,1.0,145.0,5.828888889
01147,1990.0,70.0,1.0,0.0,6.2
01149,1990.0,71.0,1.0,109.0,5.256140351
01151,1990.0,78.0,1.0,0.0,6.3
01152,1990.0,69.0,1.0,256.0,5.383561644
01153,1990.0,75.0,1.0,0.0,5.466666667
01155,1990.0,70.0,1.0,0.0,7.9
01156,1990.0,70.0,1.0,272.0,6.371111111
01157,1990.0,88.0,1.0,82.0,5.75
01159,1990.0,,1.0,0.0,4.777464789
01160,1990.0,66.0,1.0,111.0,4.8
01163,1990.0,80.0,1.0,360.0,4.870175439
01164,1990.0,64.0,1.0,117.0,5.724561404
01167,1990.0,83.0,1.0,125.0,5.63
01169,1990.0,61.0,1.0,205.0,5.95
01170,1990.0,74.0,1.0,0.0,5.2
01171,1990.0,63.0,1.0,87.0,4.233333333
01173,1990.0,62.0,1.0,198.0,4.465517241
01174,1990.0,61.0,1.0,0.0,5.55
01175,1990.0,63.0,1.0,0.0,5.435555556
01177,1990.0,67.0,1.0,82.0,6.617777778
01178,1990.0,67.0,1.0,87.0,6.35
01180,1990.0,71.0,1.0,122.0,4.111363636
01182,1989.0,69.0,1.0,33.0,3.265116279
01184,1990.0,75.0,1.0,0.0,7.0
01185,1990.0,64.0,1.0,0.0,8.117777778
01188,1990.0,94.0,1.0,0.0,7.0
01189,1982.0,75.0,1.0,49.0,6.177777778
01190,1990.0,71.0,1.0,0.0,6.75
01191,1990.0,66.0,1.0,33.0,5.55
01193,1990.0,65.0,1.0,187.0,4.181395349
01194,1990.0,78.0,1.0,122.0,6.096551724
01195,1989.0,62.0,1.0,92.0,5.45
01196,1990.0,60.0,1.0,0.0,6.128813559
01198,1987.0,78.0,1.0,198.0,7.45
01199,1990.0,62.0,1.0,0.0,5.548888889
01200,1990.0,68.0,1.0,80.0,4.793333333
01203,1989.0,62.0,1.0,103.0,5.451111111
01204,1990.0,63.0,1.0,0.0,4.886666667
01205,1990.0,82.0,1.0,0.0,4.471186441
01206,1985.0,61.0,1.0,109.0,6.313333333
01207,1990.0,62.0,1.0,49.0,5.25
01208,1990.0,72.0,1.0,0.0,5.477777778
01210,1990.0,70.0,1.0,49.0,5.391111111
01212,1990.0,76.0,1.0,0.0,6.271111111
01214,1990.0,67.0,1.0,288.0,5.564444444
01215,1989.0,68.0,1.0,41.0,5.573333333
01216,1990.0,62.0,1.0,198.0,4.138613861
01217,1990.0,64.0,1.0,0.0,5.7
01219,1990.0,73.0,1.0,145.0,5.772093023
01220,1990.0,67.0,1.0,41.0,6.166666667
01221,1990.0,64.0,1.0,65.0,5.426666667
01222,1990.0,69.0,1.0,316.0,5.171111111
01223,1990.0,78.0,1.0,79.0,5.459459459
01224,1990.0,72.0,1.0,125.0,5.25
01225,1990.0,82.0,1.0,122.0,6.055555556
01227,1990.0,63.0,1.0,0.0,5.677777778
01229,1988.0,61.0,1.0,89.0,6.056896552
01230,1990.0,64.0,1.0,90.0,2.697435897
01231,1990.0,60.0,1.0,117.0,6.544827586
01232,1987.0,62.0,1.0,218.0,4.816666667
01234,1989.0,100.0,1.0,0.0,6.6
01235,1990.0,77.0,1.0,49.0,6.153333333
01238,1990.0,61.0,1.0,0.0,4.981355932
01239,1990.0,61.0,1.0,198.0,5.846666667
01241,1990.0,64.0,1.0,93.0,5.284745763
01242,1990.0,63.0,1.0,0.0,6.25
01243,1990.0,70.0,1.0,87.0,5.45
01244,1990.0,72.0,1.0,125.0,6.5
01246,1991.0,61.0,1.0,0.0,6.411627907
01247,1990.0,75.0,1.0,0.0,5.82
01248,1987.0,60.0,1.0,218.0,5.43220339
01250,1990.0,64.0,1.0,0.0,4.968695652
01251,1990.0,60.0,1.0,0.0,2.073333333
01252,1990.0,,1.0,651.0,3.397902098
01253,1990.0,65.0,1.0,80.0,4.938356164
01255,1990.0,71.0,1.0,198.0,5.806666667
01256,1990.0,64.0,1.0,0.0,4.95
01257,1990.0,62.0,1.0,49.0,5.094915254
01258,1990.0,93.0,1.0,0.0,7.8
01260,1990.0,60.0,1.0,49.0,4.209929078
01261,1991.0,60.0,1.0,0.0,0.0
01262,1990.0,61.0,1.0,80.0,5.120338983
01263,1987.0,72.0,1.0,0.0,6.6
01264,1990.0,63.0,1.0,0.0,6.784444444
01266,1990.0,60.0,1.0,205.0,7.577777778
01267,1990.0,64.0,1.0,122.0,5.177777778
01268,1990.0,73.0,1.0,41.0,5.604444444
01269,1990.0,61.0,1.0,0.0,6.1
01270,1990.0,68.0,1.0,125.0,5.309589041
01271,1990.0,62.0,1.0,70.0,3.966
01272,1990.0,63.0,1.0,145.0,5.351886792
01273,1989.0,69.0,1.0,122.0,5.672413793
01275,1990.0,60.0,1.0,0.0,0.055172414
01276,1990.0,74.0,1.0,0.0,0.2
01278,1990.0,64.0,1.0,117.0,5.479661017
01280,1990.0,72.0,1.0,125.0,6.1
01281,1990.0,67.0,1.0,93.0,6.213333333
01282,1989.0,67.0,1.0,103.0,4.623287671
01283,1990.0,62.0,1.0,848.0,5.43559322
01284,1989.0,64.0,1.0,848.0,5.405084746
01286,1990.0,60.0,1.0,602.0,5.079661017
01288,1990.0,73.0,1.0,49.0,6.046666667
01289,1989.0,66.0,1.0,0.0,5.747457627
01290,1990.0,60.0,1.0,87.0,5.65
01291,1990.0,63.0,1.0,82.0,3.683098592
01292,1989.0,62.0,1.0,111.0,3.530693069
01293,1990.0,61.0,1.0,360.0,2.881927711
01294,1990.0,60.0,1.0,0.0,5.979310345
01296,1990.0,77.0,1.0,433.0,5.662222222
01297,1990.0,60.0,1.0,80.0,5.85
01299,1990.0,64.0,1.0,122.0,6.308888889
01300,1990.0,69.0,1.0,0.0,8.248888889
01301,1990.0,77.0,1.0,0.0,5.946666667
01302,1990.0,61.0,1.0,0.0,5.95
01303,1990.0,83.0,1.0,198.0,6.020740741
01304,1990.0,73.0,1.0,87.0,6.95
01305,1990.0,61.0,1.0,0.0,4.213636364
01306,1990.0,61.0,1.0,89.0,4.255263158
01307,1990.0,64.0,1.0,0.0,6.079310345
01308,1990.0,66.0,1.0,0.0,5.7
01309,1990.0,73.0,1.0,0.0,3.045205479
01310,1990.0,62.0,1.0,103.0,5.768888889
01311,1990.0,72.0,1.0,49.0,4.032432432
01312,1990.0,71.0,1.0,501.0,4.537931034
01313,1990.0,61.0,1.0,109.0,5.727906977
01314,1988.0,73.0,1.0,0.0,6.6
01315,1990.0,76.0,1.0,111.0,3.884375
01316,1990.0,78.0,1.0,55.0,4.92
01317,1990.0,61.0,1.0,0.0,4.879069767
01318,1990.0,90.0,1.0,41.0,5.75
01319,1991.0,60.0,1.0,0.0,6.25
01320,1990.0,62.0,1.0,0.0,5.342528736
01321,1990.0,72.0,1.0,0.0,5.3
01322,1990.0,77.0,1.0,0.0,6.4
01323,1988.0,66.0,1.0,48.0,3.181081081
01324,1988.0,68.0,1.0,0.0,5.65
01325,1988.0,77.0,1.0,198.0,6.2
01326,1990.0,84.0,1.0,316.0,5.005084746
01327,1990.0,60.0,1.0,82.0,5.691111111
01328,1990.0,76.0,1.0,848.0,6.291111111
01330,1989.0,68.0,1.0,122.0,5.8
01331,1990.0,60.0,1.0,0.0,5.329824561
01332,1990.0,80.0,1.0,0.0,5.4
01333,1990.0,79.0,1.0,0.0,0.0
01335,1990.0,69.0,1.0,0.0,5.7
01336,1990.0,63.0,1.0,109.0,5.391111111
01337,1990.0,76.0,1.0,82.0,5.365517241
01338,1990.0,67.0,1.0,0.0,4.740229885
01339,1990.0,71.0,1.0,0.0,5.420547945
01340,1990.0,60.0,1.0,316.0,4.377464789
01341,1990.0,65.0,1.0,0.0,5.8
01342,1990.0,71.0,1.0,0.0,6.1
01343,1990.0,68.0,1.0,49.0,5.928888889
01344,1990.0,61.0,1.0,0.0,5.442372881
01345,1990.0,61.0,1.0,0.0,5.272727273
01346,1990.0,66.0,1.0,0.0,5.667567568
01347,1990.0,90.0,1.0,109.0,7.15
01348,1990.0,60.0,1.0,0.0,5.688135593
01349,1990.0,65.0,1.0,0.0,4.851724138
01351,1990.0,64.0,1.0,0.0,5.165517241
01354,1990.0,61.0,1.0,302.0,6.6
01355,1990.0,60.0,1.0,55.0,5.524137931
01356,1983.0,65.0,1.0,0.0,4.036470588
01357,1990.0,70.0,1.0,0.0,6.0
01358,1991.0,63.0,1.0,0.0,6.862222222
01359,1990.0,61.0,1.0,316.0,5.65
01361,1990.0,79.0,1.0,0.0,6.855932203
01362,1990.0,72.0,1.0,302.0,5.098823529
01363,1990.0,68.0,1.0,0.0,4.987719298
01364,1990.0,76.0,1.0,109.0,5.564444444
01365,1989.0,64.0,1.0,0.0,4.293023256
01366,1990.0,80.0,1.0,82.0,5.45
01367,1990.0,68.0,1.0,501.0,6.8
01368,1990.0,64.0,1.0,65.0,5.848888889
01369,1990.0,75.0,1.0,602.0,5.322807018
01371,1990.0,66.0,1.0,125.0,5.257777778
01372,1990.0,77.0,1.0,0.0,4.843421053
01373,1990.0,66.0,1.0,41.0,4.503960396
01374,1989.0,63.0,1.0,52.0,3.657777778
01375,1990.0,73.0,1.0,117.0,6.148888889
01377,1990.0,64.0,1.0,49.0,4.856756757
01379,1990.0,60.0,1.0,378.0,5.668888889
01380,1989.0,63.0,1.0,65.0,5.411627907
01381,1990.0,74.0,1.0,160.0,4.030232558
01382,1990.0,60.0,1.0,93.0,5.85
01384,1988.0,62.0,1.0,55.0,3.817699115
